Year,Date,City,Nonfatal_Fatal,Age,Age_Category,Sex,Water_Body,County,Timecat,Time,Victim_Activity,Gator_Fed,Dog_Present,Body_Part_Bitten,Injury_Severity_LowMedHigh,GatorLength_MeasuredOrEst,Length_Feet,Length_Inches,Weight_Lbs,Gator_Sex,GatorObserved_PriorToBite,GatorObserved_DuringBite,VictimStateResidence,AlcoholOrDrugs
2004,15-May-04,Lutz,N,51,A,M,Lake Norbert,Hillsborough,Mor,1020,Swimming,N,N,Calf and forearm,M,M,6,9,,M,N,Y,Florida,
2004,19-May-04,Deltona,N,12,C,M,Lake Diana,Volusia,Aft,1310,Swimming,N,N,Head,M,M,7,6,,M,Y,Y,Florida,N
2004,21-Jul-04,Sanibel,F,54,A,F,Unnamed pond,Lee,Aft,1235,Landscaping,N,N,Arm below elbow and right hip and buttocks,H,M,11,10,455,M,N,Y,Florida,N
2004,27-Jul-04,Eustis,N,43,A,M,Lake Eustis,Lake,Aft,1212,Wading,N,N,Left thigh and calf,M,M,11,0,385,M,N,Y,Florida,N
2004,13-Aug-04,Lakeland,N,47,A,M,Saddle Creek FMA,Polk,Aft,1500,Wading,N,N,Left hand,M,E,7,,,,N,Y,Florida,
2004,26-Sep-04,Ft. Myers,F,20,A,F,Cypress Cove,Lee,Nit,300,Swimming,,N,"Both arms, head, feet, and torso",H,M,7,11,70,M,,,Georgia,N
2004,21-Oct-04,Venice,N,19,A,M,Unnamed pond,Sarasota,Eve,1900,Fishing,,N,Left Forearm,L,E,8,,,,N,Y,Florida,
2004,08-Dec-04,Ft. Myers,N,42,A,M,Unnamed pond,Lee,Aft,1330,Diving,N,N,Left hand,L,E,7,,,,N,Y,Florida,N
2005,08-Jan-05,Bradenton,N,38,A,M,Unnamed pond,Manatee,Aft,1730,Fishing,N,N,Right knee,M,E,7,,,,Y,Y,Florida,N
2005,11-Mar-05,Lakeland,F,56,A,M,Six Pound Pond,Polk,,,Other,N,N,Left arm and head,H,M,9,8,315,M,,,Florida,N
2005,28-May-05,Lakeland,N,54,A,M,"CR 471 Canal, Lakeland",Pasco,Eve,1830,Fishing,,N,Right leg above knee,M,E,7,,,,N,Y,Florida,N
2005,31-May-05,Venice,N,8,C,M,Myakka River,Sarasota,Eve,2000,Fishing,,N,Lower right leg,L,M,4,11,,,Y,Y,Florida,N
2005,27-Jun-05,Land O' Lakes,N,19,T,M,Lake Saxon,Pasco,Nit,100,Swimming,N,N,Left hand and middle finger on right hand,M,M,5,10,60,F,Y,Y,Florida,N
2005,08-Jul-05,Port Canaveral,N,45,A,M,Banana River (Sailboat Cove),Brevard,Aft,1620,Swimming,N,N,Right side of torso,M,E,9,4,,M,N,Y,Florida,N
2005,15-Jul-05,Port Charlotte,F,41,A,M,Apollo Waterway,Charlotte,Eve,1910,Swimming,N,N,Right arm and left hand,H,M,12,0,520,M,Y,Y,Florida,Y
2005,01-Sep-05,Canal Point,N,50,A,M,West Palm Beach Canal,Palm Beach,Aft,1700,Swimming,,N,"Right hip, groin, buttocks",M,E,10,0,,,Y,Y,Florida,Y
2005,14-Sep-05,Clewiston,N,38,A,M,Dinner Island WMA,Hendry,Aft,1600,Wading,N,N,Right lower leg,M,E,7,6,,F,N,Y,Florida,N
2006,28-Mar-06,Naples,N,,,M,,Collier,Mor,1030,Other,,,Calf,L,E,3,,,,N,Y,Florida,
2006,20-Apr-06,Auburndale,N,54,A,M,Lake Whistler,Polk,Aft,1730,Swimming,N,N,Upper left arm,L,M,5,1,25,M,N,Y,Florida,N
2006,24-Apr-06,Lake Placid,N,66,A,M,Lake Istokpoga,Hamilton,Mor,1200,Fishing,N,N,Right hip/buttocks area,M,E,10,,,,N,Y,Florida,N
2006,26-Apr-06,Boynton Beach,N,43,A,M,Unnamed pond,Palm Beach,Aft,1245,Diving,,N,Left hand,L,M,8,6,,,,,Florida,
2006,09-May-06,Punta Gorda,N,75,A,F,Unnamed retention pond,Charlotte,Mor,530,Landscaping,N,N,Right calf,L,E,5,6,,,N,Y,Florida,N
2006,10-May-06,Sunrise,F,28,A,F,North New River Canal,Broward,Mor,1000,Other,,N,"Leg, both arms, abdomen",H,M,9,6,,M,,,Florida,Y
2006,13-May-06,Oldsmar,F,43,A,F,Unnamed pond,Pinellas,Unk,,Other,N,N,"Right arm, right torso, and left arms",H,M,8,5,140,F,,,Florida,Y
2006,14-May-06,Astor,F,23,A,F,Juniper Creek,Marion,Aft,1430,Snorkeling,,N,"Head , shoulder and chest",H,M,11,5,407,M,,Y,Tennessee,N
2006,08-Jun-06,Apopka,N,30,A,M,Rock Springs Run,Orange,Aft,1445,Snorkeling,N,N,Head,M,M,5,10,43,M,N,Y,Florida,N
2006,23-Jul-06,Astor,N,16,T,M,St. Johns River - Astor,Lake,Nit,100,Wading,,N,Left foot and ankle,M,,,,,,Y,Y,Florida,
2006,01-Oct-06,Rotonda,N,77,A,M,Unnamed pond,Charlotte,Aft,1800,Other,,N,Lower left leg (calf area),M,M,9,4,,,N,Y,Florida,
2006,29-Nov-06,Lakeland,N,45,A,M,Lake Parker,Polk,Nit,400,Other,N,N,"Groin, buttocks, left and right arms",H,M,12,2,450,M,N,Y,Florida,Y
2007,14-Feb-07,New Port Richey,N,57,A,M,Unnamed pond,Pasco,Mor,1024,Diving,,N,Left foot,M,E,7,0,,,N,Y,Florida,N
2007,17-Mar-07,Satsuma,N,43,A,F,Unnamed retention pond,Putnam,Mor,1200,Walking,,Y,Left hand,L,E,2,,,,,Y,Florida,
2007,28-Apr-07,The Villages,N,67,A,M,Bacall Golf Course,Lake,Aft,1300,Other,Y,N,"Lower left leg, scratch on finger of left hand",L,M,6,1,,F,,Y,Florida,N
2007,28-May-07,Lake Wales,N,9,C,M,Armington Ranch,Polk,Aft,1530,Wading,N,Y,Left calf,L,E,4,6,,,N,N,Florida,N
2007,25-Jun-07,Venice,N,50,A,M,Unnamed pond,Sarasota,Aft,1750,Other,,N,"Right forearm/hand, left middle finger",M,M,10,11,,M,N,Y,Tennessee,N
2007,07-Jul-07,Arcadia,N,31,A,M,Unnamed ditch,De Soto,Nit,100,Other,N,N,"Right hand, wrist and forearm",M,E,8,0,,,N,Y,Florida,
2007,18-Aug-07,Lakeland,N,64,A,M,Unnamed pond,Polk,Aft,1245,Walking,Y,N,Right side posterior,L,M,6,3,60,M,N,Y,Florida,U
2007,17-Sep-07,Palm Coast,N,,A,M,Unnamed retention pond,Flagler,Eve,1930,Landscaping,N,N,Right hand,L,M,4,7,,M,N,Y,Florida,U
2007,26-Oct-07,Boca Raton,N,75,A,F,Unnamed retention pond,Palm Beach,Mor,800,Feeding,Y,,Lower right leg,L,E,4,6,,,N,Y,Florida,N
2007,08-Nov-07,Miami,F,36,A,M,Unnamed pond,Dade,Eve,2030,Swimming,Y,N,Head/neck,H,M,9,4,,M,N,Y,Florida,U
2007,23-Nov-07,Monticello,N,17,T,M,Lake Miccosukee,Jefferson,Mor,1100,Wading,N,N,Left foot,L,E,4,0,,,N,Y,Florida,N
2007,12-Dec-07,Tampa,D,43,A,M,Unnamed pond,Hillsborough,Aft,1215,Diving,N,N,Right arm,M,M,8,8,204,M,N,Y,Florida,N
2007,12-Dec-07,Tampa,D,47,A,M,Unnamed pond,Hillsborough,Aft,1215,Diving,N,N,Right leg (shin/calf),M,M,8,8,204,M,N,Y,Florida,N
2007,20-Dec-07,Indiantown,N,44,A,M,Unnamed wetland,Martin,Mor,715,Wading,N,N,Left leg,N,E,4,6,,,N,Y,Florida,N
2008,27-Mar-08,Okeechobee,N,61,A,M,Lake Okeechobee - Okeechobee,Okeechobee,Aft,1800,Fishing,N,,Left hand,L,E,4,0,,,N,Y,Florida,U
2008,17-Apr-08,Orlando,N,63,A,M,Unnamed pond,Orange,Aft,1630,Diving,N,N,Left forearm and hand,M,M,6,1,45,,N,N,Florida,
2008,26-Apr-08,Lutz,N,62,A,M,Unnamed pond,Hillsborough,Aft,1730,Diving,N,N,Left arm,M,E,7,8,195,F,N,Y,Florida,N
2008,22-May-08,Immokalee,N,28,A,M,Lake Trafford,Collier,Eve,2030,Wading,N,N,Right hand,M,E,6,6,,,N,Y,Florida,Y
2008,22-Jun-08,Okeechobee,N,18,A,M,Lake Okeechobee - Okeechobee,Okeechobee,Nit,200,Swimming,N,N,Left arm,H,M,11,3,300,M,Y,Y,Florida,Y
2008,02-Sep-08,Port St. Lucie,N,64,A,M,St. Lucie River,St. Lucie,Aft,1630,Wading,N,Y,Left calf,M,E,8,0,,,N,Y,Florida,
2009,27-Jan-09,Lake Worth,N,49,A,M,Lake Osborne,Palm Beach,Aft,1300,Other,,N,Left hand,M,,,,,,N,Y,Florida,N
2009,25-May-09,Okeechobee,N,47,A,M,Lake Okeechobee - Okeechobee,Okeechobee,Aft,1430,Fishing,Y,N,"Right bicep, shoulder and chest",H,M,10,10,,M,N,Y,Florida,
2009,29-Jul-09,Sanibel,N,56,A,F,Unnamed pond,Lee,Mor,1130,Landscaping,N,N,right hand,M,M,6,7,100,M,N,Y,Florida,N
2009,20-Aug-09,Port St. Lucie,N,53,A,M,Unnamed pond,St. Lucie,Mor,930,Other,N,N,Left bicep and forearm,L,E,4,,,,N,N,Florida,
2009,23-Aug-09,St. Cloud,N,28,A,M,Unnamed creek,Osceola,Mor,1100,Wading,N,N,Right foot/ankle,L,E,8,,,,N,Y,Florida,N
2009,21-Sep-09,St. Petersburg,N,48,A,F,Sawgrass Lake,Pinellas,Aft,1430,Other,N,Y,"Left calf, both hands",M,M,6,9,130,,N,Y,Florida,N
2009,27-Oct-09,Lakeland,N,53,A,M,Lake Parker,Polk,Nit,2319,Other,Y,N,Left ankle,M,M,8,6,,F,N,Y,Florida,N
2009,08-Nov-09,Land O' Lakes,N,38,A,M,,Pasco,Nit,1230,Walking,N,N,Right and left hands,M,M,5,6,80,M,N,Y,Florida,
2010,16-May-10,Orlando,N,35,A,M,Lake Mary Jane,Orange,Mor,815,Swimming,N,N,"Torso, right side",M,M,10,7,,M,N,Y,Florida,N
2010,31-May-10,Okeechobee,N,50,A,M,Unnamed pond,Okeechobee,Aft,1500,Wading,,Y,Leg,M,E,12,,,,Y,Y,Florida,
2010,12-Jun-10,Lehigh Acres,N,31,A,M,Greenbriar Lake,Lee,Nit,2230,Swimming,,N,Upper torso and left bicep,M,M,8,4,,M,N,N,Florida,
2010,22-Jun-10,Silver Springs,N,54,A,M,Silver Springs,Marion,Aft,1712,Snorkeling,,N,head and neck,M,M,11,3,525,M,N,Y,Florida,N
2010,11-Jul-10,Golden Gate,N,19,A,M,Crystal Lake Canal,Collier,Nit,2100,Swimming,N,N,Left hand at the wrist,H,M,10,2,,,N,,Florida,N
2010,13-Sep-10,Sanibel,N,70,A,M,Beachview Golf Course,Lee,Day,1400,Diving,,N,right knee / lower leg,M,E,9,,,,N,Y,Florida,N
2011,18-Apr-11,Merritt Island,N,12,C,F,Unnamed retention pond,Brevard,Aft,1800,Swimming,,N,Stomach and back,M,M,7,10,,M,N,N,South Carolina,N
2011,13-May-11,Palm Harbor,N,19,A,M,Lake Tarpon,Pinellas,Aft,1330,Swimming,,N,forearm,M,E,5,,,,Y,Y,Florida,N
2011,24-Jun-11,Apopka,N,52,A,M,Wekiva Springs State Park,Orange,,,Snorkeling,,N,"head, neck and shoulder",H,M,9,1,,,,Y,Florida,N
2011,31-Jul-11,Lake Worth,N,41,A,M,Unnamed retention pond,Palm Beach,Aft,1700,Wading,,N,Shin and calf (left leg),M,E,7,0,,,N,Y,Florida,N
2011,06-Aug-11,Lutz,N,,,F,Hog Island Lake,Hillsborough,Day,,Landscaping,,,wrist,L,E,2,6,,,Y,Y,Florida,N
2011,31-Aug-11,Copeland,N,90,A,F,SR 29 Canal,Collier,Mor,1200,Walking,,,Left and right legs,H,,,,,,,,Florida,N
2012,28-Mar-12,Clearwater,N,13,C,M,Alligator Creek,Pinellas,Aft,1515,Wading,,N,Left thigh and lower left leg,L,E,4,,,,N,Y,Florida,N
2012,22-Apr-12,Port Charlotte,N,46,A,F,Unnamed retention pond,Charlotte,Day,1630,Landscaping,,N,buttock,L,,,,,,N,N,Florida,N
2012,25-Apr-12,Winter Haven,N,75,A,M,Unnamed pond,Polk,Aft,1643,Walking,,N,left thigh,M,E,9,,,,N,Y,Florida,N
2012,11-Jun-12,Gainesville,N,51,A,M,Sweetwater Branch,Alachua,Day,1633,Swimming,,N,"torso, left shoulder, both forearms",L,M,9,7,325,M,,,Florida,Y
2012,29-Jul-12,Homosassa,N,69,A,M,Chassahowitzka River,Citrus,Day,1700,Snorkeling,,N,head and left hand,H,E,8,0,,,N,Y,Florida,N
2012,03-Aug-12,Bonita Springs,N,12,C,F,Imperial River,Collier,Day,1200,Swimming,,N,right knee,L,E,8,,,,,,Florida,N
2012,05-Aug-12,Salt Springs,N,29,A,F,Juniper Creek - Ocala Nat. Forest,Marion,Day,1500,Swimming,N,N,Head,L,E,7,0,,,Y,Y,Florida,N
2012,16-Sep-12,Sarasota,N,49,A,M,Unnamed pond,Manatee,Day,1400,Diving,,N,Right forearm,N,E,6,0,,,,,Florida,N
2012,26-Sep-12,Leesburg,N,84,A,F,Lake Denham,Lake,Mor,715,Other,,,right arm,H,E,7,,,,,,Florida,N
2012,27-Sep-12,West Palm Beach,N,52,A,M,Unnamed pond,Palm Beach,Nit,300,Walking,,Y,Right ankle,L,E,4,,,,Y,Y,Florida,N
2013,28-Jan-13,Palm Beach Gardens,N,53,A,M,Unnamed pond,Palm Beach,Day,830,Diving,,N,Left forearm,L,E,8,,,,,,Florida,N
2013,19-Apr-13,Boca Raton,N,6,C,M,Arthur R. Marshall Loxahatchee NWR,Palm Beach,Aft,1330,Wading,Y,N,"right arm, shoulder, and chest",L,M,8,0,,,N,Y,Florida,N
2013,26-Apr-13,Titusville,N,48,A,M,Salt Pond,Brevard,Mor,700,Boating,N,N,right foot,M,E,8,,,,N,Y,Florida,N
2013,09-May-13,Pinellas Park,N,20,A,M,Unnamed canal,Pinellas,Nit,200,Swimming,N,N,"head, arm, and torso",M,,,,,,N,Y,Florida,
2013,02-Jul-13,Ocoee,N,11,C,M,Starke Lake,Orange,Nit,2300,Wading,,N,back and thigh,L,E,4,,,,N,Y,Florida,N
2013,08-Jul-13,Oviedo,N,17,T,M,Econ River,Seminole,Aft,1552,Swimming,,N,Head,M,E,9,,,,N,Y,Florida,
2013,31-Jul-13,Marco Island,N,70,A,M,McIlvane Bay,Collier,Eve,1930,Walking,,Y,lower right leg,H,M,8,3,,F,Y,Y,Florida,
2013,31-Jul-13,Orlando,N,50,A,M,Unnamed pond,Orange,Mor,1100,Landscaping,N,N,leg,M,M,8,8,,,,Y,Florida,N
2013,01-Aug-13,Ochopee,N,51,A,M,11 mile Road,Collier,Aft,1300,Other,,N,"chest, side, and back",M,M,9,8,,,N,Y,Florida,N
2013,10-Aug-13,Everglades City,N,54,A,F,West Tram,Collier,Mor,1200,Wading,N,N,left thigh,L,E,8,,,,N,N,Florida,N
2013,17-Aug-13,Wauchula,N,19,A,M,Peace River,Hardee,Aft,1630,Swimming,N,N,head behind the right ear,L,E,5,,30,,Y,Y,Florida,N
2013,25-Aug-13,Ostero,N,65,A,F,Unnamed pond,Lee,Mor,916,Feeding,Y,Y,right foot,L,E,5,,,,N,Y,Florida,N
2013,29-Aug-13,Lake City,N,44,A,M,Lake Jeffery,Columbia,Aft,1500,Wading,N,N,Left calf,M,M,8,3,115,M,N,N,Florida,N
2013,12-Sep-13,Clewiston,N,53,A,M,Unnamed canal,Hendry,Mor,1051,Other,N,N,Inside of right thigh,L,M,8,11,,F,N,Y,Florida,N
2013,18-Oct-13,Fort Pierce,N,54,A,M,Unnamed pond,St. Lucie,Aft,1300,Diving,N,N,right foot,M,E,8,,,,N,Y,Florida,N
2014,25-May-14,Titusville,N,64,A,M,Merritt Island NWR,Brevard,Mor,958,Boating,,,calf,M,M,8,2,,,,,Florida,
2014,09-Jul-14,Palmetto,N,54,A,M,Unnamed retention pond,Manatee,Aft,1230,Other,Y,N,left forearm,M,E,4,11,,,,,,N
2014,23-Jul-14,Weston,N,51,A,M,Unnamed pond,Broward,Aft,1430,Diving,,N,hand,M,E,8,,,,N,Y,Florida,N
2014,07-Aug-14,St. Cloud,N,9,C,M,East Lake Toho,Osceola,Aft,1400,Swimming,,N,right leg and buttocks,M,E,8,,120,,N,Y,Florida,N
2014,07-Aug-14,Thonotosassa,N,20,A,F,Hillsborough River,Hillsborough,Aft,1340,Boating,,N,left thigh,M,E,6,,,,N,Y,Ohio,N
2014,19-Sep-14,Venice,N,65,A,M,Unnamed retention pond,Sarasota,Mor,1045,Landscaping,,N,lower left leg,M,E,8,,,,N,Y,Florida,N
2014,27-Sep-14,Ponte Vedra,N,13,T,F,Guana River,St. Johns,Aft,1730,Wading,N,N,right thigh,M,E,4,,,,N,Y,Florida,N
2014,04-Oct-14,Titusville,N,21,A,M,Indian River - Titusville,Brevard,Eve,1931,Fishing,,N,right hand,M,E,10,,,,N,Y,Florida,
2014,08-Oct-14,Winter Haven,N,56,A,F,Unnamed canal,Polk,Mor,930,Landscaping,,,lower right leg,M,E,4,,,,N,Y,Florida,N
2014,01-Dec-14,Homestead,N,21,A,M,Unnamed retention pond,Dade,Aft,1600,Swimming,,N,right shoulder and right hand,L,E,5,,,,N,Y,Florida,N
2015,20-Mar-15,Tampa,N,17,T,F,Pond behind University Mall,Hillsborough,Aft,1530,Swimming,,N,Left hand,M,E,5,,,,N,Y,Florida,N
2015,09-May-15,Frostproof,N,38,A,M,Reedy Creek,Polk,Aft,1730,Wading,,N,Right hand,M,E,8,,,,N,Y,Florida,
2015,21-May-15,Thonotosassa,N,61,A,F,Tampa Bypass Canal,Hillsborough,Mor,1025,Walking,,Y,Right foot,M,M,11,1,,M,Y,Y,Florida,N
2015,29-Jun-15,Tampa,N,27,A,M,Rocky Creek,Hillsborough,Nit,200,Swimming,,N,Head and right hand,M,E,5,,,,Y,Y,Florida,Y
2015,28-Jul-15,St. Cloud,N,46,A,M,Pond at Florida Forever,Osceola,Aft,1425,Wading,N,N,Right leg (thigh area),M,M,11,,,M,N,Y,Florida,N
2015,08-Aug-15,Longwood,N,37,A,F,Wekiva River,Seminole,Aft,1524,Swimming,,N,"Upper back, below right shoulder, and on the arm",H,M,9,8,300,M,N,Y,Florida,N
2015,14-Oct-15,Tavares,N,45,A,M,Canal off of Lake Eustis,Lake,Aft,1500,Other,Y,N,Right hand,M,M,7,4,85,F,Y,Y,Florida,N
2015,19-Oct-15,Orange City,F,61,A,M,Blue Spring Run,Volusia,Mor,850,Snorkeling,N,N,"Head and torso, with majority of injuries to torso",H,M,12,0,535,M,N,N,Florida,N
2015,11-Nov-15,Tavares,N,68,A,M,Canal off of Dead River,Lake,Aft,1651,Landscaping,,N,Left tricep and forearm,M,M,7,3,,,N,Y,Florida,N
2016,06-Apr-16,Plant City,N,46,A,M,Mud Lake (community pond in Walden Lakes),Hillsborough,Aft,1700,Landscaping,,N,left foot (boot) and left hand,M,E,10,,,,N,Y,Florida,N
2016,27-Apr-16,Lakeland,N,34,A,M,Lake Hancock,Polk,Aft,1700,Wading,U,N,Left thigh and left shin,M,E,8,,,,Y,N,Mexico,U
2016,11-May-16,Lakeland,N,21,A,M,Long Lake,Polk,Nit,2147,Swimming,U,N,Left forearm including left hand.,H,M,10,2,,M,Y,Y,Florida,Y
2016,14-Jun-16,Bay Lake,F,2,C,M,Seven Seas Lagoon,Orange,Eve,2100,Walking,,,Head and neck,H,E,7,,,,N,Y,Nebraska,
2016,08-Jul-16,Oviedo,N,52,A,F,Little-Big Econ River,Seminole,Aft,1430,Wading,,Y,Left forearm,M,M,10,8,400,M,N,Y,,
2016,12-Aug-16,Loxahatchee,N,49,,F,WCA 2,Broward,Aft,1730,Other,,N,Right wrist and hand,H,M,6,5,,,N,Y,Florida,N
2016,19-Sep-16,Melbourne,N,56,A,M,Crane Creek,Brevard,,,Swimming,U,,"Right arm, left shoulder and back",H,E,8,,,,,Y,,Y
2016,23-Sep-16,Lakeland,N,27,A,M,Lake Wire,Polk,Eve,1810,Other,U,N,Both sides of head and right hand,M,M,7,,,,N,N,Florida,N
2017,03-Jan-17,Bonita Springs,N,72,A,M,Private Pond,Lee,Aft,1721,Fishing,U,,lower left leg,M,E,5,,,,Y,Y,Georgia,
2017,08-Feb-17,North Ft. Myers,N,75,A,M,Golf Course Pond,Lee,Aft,1330,Walking,Y,N,ankle,M,E,9,,,,N,Y,Florida,
2017,29-Mar-17,Cape Canaveral,N,63,A,M,Banana River,Brevard,Aft,1300,Fishing,U,,Left foot,M,,,,,,N,Y,Florida,
2017,06-May-17,Orlando,N,10,C,F,Lake Mary Jane,Orange,Aft,1432,Wading,,,left knee,M,M,8,9,170,M,N,Y,Florida,
2017,24-Jun-17,Satellite Beach,N,12,C,M,unnamed park pond,Brevard,Eve,2010,Other,U,U,right hand,L,M,5,3,17,F,N,Y,Florida,N
2017,07-Jul-17,Rotonda,N,51,A,M,Golf Course Pond,Charlotte,Aft,1323,Diving,U,N,Upper left arm,H,M,10,5,,,Y,Y,Florida,N
2017,16-Jul-17,Arcadia,N,34,A,M,Peace River,De Soto,Aft,1730,Swimming,U,U,left foot,M,M,6,11,,F,N,Y,Florida,
2017,24-Jul-17,Port Charlotte,N,68,A,M,Retention Pond,Charlotte,Mor,1018,Other,U,,torso and leg/foot and hand,H,E,8,,,,,Y,Florida,
2017,18-Aug-17,Homestead,N,51,A,M,Biscayne Bay,Dade,Eve,2000,Fishing,U,,"Right leg, calf area",M,E,6,,,,N,Y,Florida,N
2017,24-Aug-17,Auburndale,N,20,A,F,pond on university campus,Polk,Eve,2040,Other,U,U,buttocks,L,M,6,6,52,,N,Y,Florida,
2017,09-Sep-17,Fort Myers,N,71,A,F,Private Pond,Lee,Eve,1814,Landscaping,U,,Lower left leg,H,M,10,5,,M,N,Y,Florida,N
2017,01-Oct-17,Deland,N,87,A,M,Lake Beresford,Volusia,Mor,955,Other,U,N,left hand/forearm and left thigh,M,M,9,5,200,M,N,Y,Florida,N